CHR	START	END	INDEX	SOX2
chr12	74410470	74411470	373	1
chr12	74646506	74647506	374	0
chr12	74683400	74684400	375	1
chr12	75064783	75065783	376	1
chr12	75277605	75278605	377	0
chr12	75301231	75302231	378	0
chr12	75606436	75607436	379	1
chr12	75621375	75622375	380	0
chr12	75659070	75660070	381	0
chr12	75959420	75960420	382	0
chr12	76085693	76086693	383	1
chr12	76090601	76091601	384	0
chr12	76352600	76353600	385	1
chr12	76383520	76384520	386	0
chr12	76399179	76400179	387	0
chr12	76420539	76421539	388	1
chr12	76431064	76432064	389	1
chr12	76460476	76461476	390	0
chr12	76485795	76486795	391	0
chr12	76570291	76571291	392	0
chr12	76794636	76795636	393	0
chr12	76795141	76796141	394	0
chr12	76819917	76820917	395	1
chr12	76835636	76836636	396	1
chr12	76957406	76958406	397	0
chr12	76957715	76958715	398	0
chr12	77037151	77038151	399	0
chr12	77114751	77115751	400	1
chr12	77163407	77164407	401	0
chr12	77184165	77185165	402	0
chr12	77214460	77215460	403	0
chr12	77368946	77369946	404	1
chr12	77497350	77498350	405	0
chr12	77561059	77562059	406	1
chr12	77607846	77608846	407	0
chr12	77680119	77681119	408	1
chr12	77981322	77982322	409	0
chr12	78035100	78036100	410	0
chr12	78193685	78194685	411	1
chr12	78229918	78230918	412	0
chr12	78238125	78239125	413	1
chr12	78316579	78317579	414	0
chr12	78375625	78376625	415	0
chr12	78384603	78385603	416	1
chr12	78396792	78397792	417	0
chr12	79054569	79055569	418	1
chr12	79057593	79058593	419	0
chr12	79214163	79215163	420	0
chr12	79433427	79434427	421	0
chr12	79591880	79592880	422	0
chr12	79650525	79651525	423	1
chr12	79738616	79739616	424	0
chr12	79847129	79848129	425	1
chr12	79874384	79875384	426	0
chr12	79925202	79926202	427	0
chr12	80051165	80052165	428	0
chr12	80065644	80066644	429	1
chr12	80242035	80243035	430	0
chr12	80293785	80294785	431	0
chr12	80528413	80529413	432	1
chr12	80543896	80544896	433	0
chr12	80794288	80795288	434	0
chr12	80846688	80847688	435	0
chr12	80871610	80872610	436	0
chr12	80902963	80903963	437	1
chr12	80909557	80910557	438	1
chr12	80916830	80917830	439	0
chr12	80925331	80926331	440	1
chr12	80951209	80952209	441	0
chr12	81018797	81019797	442	1
chr12	81089146	81090146	443	1
chr12	81183369	81184369	444	1
chr12	81259669	81260669	445	1
chr12	82325668	82326668	446	1
chr12	82636215	82637215	447	0
chr12	82636698	82637698	448	0
chr12	82691803	82692803	449	1
chr12	82745029	82746029	450	0
chr12	82782376	82783376	451	1
chr12	82817137	82818137	452	0
chr12	82922461	82923461	453	0
chr12	83051972	83052972	454	1
chr12	83811479	83812479	455	1
chr12	84116430	84117430	456	0
chr12	84151909	84152909	457	0
chr12	84206951	84207951	458	1
chr12	84295165	84296165	459	0
chr12	84331773	84332773	460	1
chr12	84370393	84371393	461	1
chr12	84633339	84634339	462	0
chr12	84845521	84846521	463	1
chr12	84876436	84877436	464	0
chr12	85104387	85105387	465	0
chr12	85311204	85312204	466	1
chr12	85492225	85493225	467	1
chr12	85558325	85559325	468	0
chr12	85559456	85560456	469	0
chr12	85644341	85645341	470	1
chr12	85648455	85649455	471	0
chr12	85795511	85796511	472	1
chr12	87853786	87854786	473	1
chr12	87988838	87989838	474	0
chr12	88094649	88095649	475	0
chr12	88131815	88132815	476	0
chr12	88247866	88248866	477	0
chr12	88502004	88503004	478	0
chr12	88559391	88560391	479	0
chr12	88596023	88597023	480	1
chr12	88638035	88639035	481	0
chr12	88690022	88691022	482	0
chr12	88866917	88867917	483	0
chr12	89042026	89043026	484	0
chr12	89081198	89082198	485	0
chr12	89215815	89216815	486	0
chr12	89280090	89281090	487	0
chr12	89498836	89499836	488	0
chr12	89507267	89508267	489	0
chr12	89534514	89535514	490	0
chr12	89948548	89949548	491	0
chr12	89948967	89949967	492	0
chr12	90139138	90140138	493	0
chr12	90139708	90140708	494	0
chr12	90178600	90179600	495	0
chr12	90204165	90205165	496	1
chr12	90336578	90337578	497	0
chr12	90362686	90363686	498	0
chr12	90363285	90364285	499	0
chr12	90571071	90572071	500	1
chr12	90573137	90574137	501	1
chr12	90698528	90699528	502	1
chr12	90718518	90719518	503	1
chr12	90756333	90757333	504	0
chr12	90757754	90758754	505	1
chr12	90816180	90817180	506	0
chr12	90944296	90945296	507	0
chr12	91055622	91056622	508	1
chr12	91128405	91129405	509	1
chr12	91254417	91255417	510	0
chr12	91300350	91301350	511	0
chr12	91318768	91319768	512	0
chr12	91505640	91506640	513	0
chr12	91534482	91535482	514	1
chr12	91873133	91874133	515	0
chr12	91890395	91891395	516	0
chr12	91901848	91902848	517	1
chr12	92204150	92205150	518	1
chr12	92247797	92248797	519	0
chr12	92303205	92304205	520	0
chr12	92473398	92474398	521	0
chr12	92615382	92616382	522	1
chr12	92645155	92646155	523	1
chr12	92692285	92693285	524	1
chr12	92779534	92780534	525	1
chr12	92800652	92801652	526	1
chr12	92801626	92802626	527	0
chr12	92873344	92874344	528	0
chr12	93142942	93143942	529	1
chr12	93757453	93758453	530	1
chr12	93771030	93772030	531	1
chr12	93948085	93949085	532	1
chr12	94403069	94404069	533	1
chr12	94403568	94404568	534	1
chr12	94418115	94419115	535	0
chr12	94425918	94426918	536	0
chr12	94444599	94445599	537	0
chr12	94447417	94448417	538	1
chr12	94679757	94680757	539	1
chr12	95038854	95039854	540	0
chr12	95246799	95247799	541	0
chr12	95480231	95481231	542	0
chr12	95493982	95494982	543	1
chr12	95718858	95719858	544	0
chr12	95725174	95726174	545	1
chr12	95792218	95793218	546	0
chr12	96334289	96335289	547	0
chr12	96574595	96575595	548	1
chr12	96575284	96576284	549	0
chr12	96623115	96624115	550	1
chr12	96626976	96627976	551	0
chr12	96627615	96628615	552	1
chr12	96690579	96691579	553	1
chr12	96810133	96811133	554	0
chr12	96812178	96813178	555	1
chr12	97069368	97070368	556	1
chr12	97069592	97070592	557	1
chr12	98650763	98651763	558	0
chr12	98669113	98670113	559	0
chr12	99778367	99779367	560	0
chr12	99845684	99846684	561	1
chr12	99861169	99862169	562	0
chr12	99882662	99883662	563	0
chr12	99884151	99885151	564	0
chr12	99895736	99896736	565	0
chr12	100535397	100536397	566	0
chr12	100658262	100659262	567	1
chr12	100658946	100659946	568	1
chr12	100727696	100728696	569	0
chr12	100816220	100817220	570	1
chr12	100854680	100855680	571	1
chr12	100945013	100946013	572	1
chr12	101047500	101048500	573	0
chr12	101375882	101376882	574	1
chr12	101439201	101440201	575	0
chr12	101658253	101659253	576	1
chr12	101892559	101893559	577	0
chr12	102053650	102054650	578	0
chr12	102296580	102297580	579	1
chr12	102299170	102300170	580	1
chr12	102301701	102302701	581	0
chr12	102322295	102323295	582	0
chr12	102472213	102473213	583	1
chr12	102622196	102623196	584	0
chr12	102837132	102838132	585	1
chr12	102935801	102936801	586	1
chr12	102936129	102937129	587	1
chr12	104089875	104090875	588	1
chr12	104103116	104104116	589	0
chr12	104117674	104118674	590	0
chr12	104145727	104146727	591	0
chr12	104921699	104922699	592	0
chr12	105134671	105135671	593	1
chr12	105137321	105138321	594	0
chr12	105257910	105258910	595	0
chr12	105273460	105274460	596	0
chr12	105366751	105367751	597	1
chr12	105489460	105490460	598	1
chr12	105526735	105527735	599	1
chr12	105760573	105761573	600	0
chr12	105998683	105999683	601	0
chr12	106044289	106045289	602	0
chr12	106431219	106432219	603	1
chr12	106490022	106491022	604	0
chr12	106494489	106495489	605	1
chr12	106794247	106795247	606	1
chr12	106794468	106795468	607	1
chr12	106958071	106959071	608	1
chr12	107055094	107056094	609	0
chr12	107266580	107267580	610	0
chr12	107611306	107612306	611	1
chr12	107836416	107837416	612	0
chr12	108522226	108523226	613	0
chr12	108668216	108669216	614	1
chr12	109056577	109057577	615	1
chr12	109056960	109057960	616	1
chr12	109085992	109086992	617	1
chr12	109749530	109750530	618	0
chr12	110213205	110214205	619	1
chr12	110297649	110298649	620	0
chr12	111505274	111506274	621	0
chr12	111529819	111530819	622	1
chr12	111868723	111869723	623	0
chr12	111937610	111938610	624	1
chr12	112040100	112041100	625	1
chr12	112419721	112420721	626	1
chr12	112462333	112463333	627	0
chr12	114529524	114530524	628	0
chr12	115055804	115056804	629	1
chr12	115056704	115057704	630	1
chr12	115057209	115058209	631	0
chr12	115057859	115058859	632	0
chr12	115431757	115432757	633	1
chr12	116025339	116026339	634	1
chr12	116157223	116158223	635	1
chr12	116199971	116200971	636	1
chr12	116930795	116931795	637	0
chr12	116980656	116981656	638	0
chr12	118183717	118184717	639	1
chr12	118263830	118264830	640	0
chr12	118343854	118344854	641	0
chr12	119927895	119928895	642	0
chr12	121413664	121414664	643	1
chr12	122229088	122230088	644	1
chr12	122263551	122264551	645	1
chr12	122890530	122891530	646	0
chr12	126676010	126677010	647	1
chr12	133039009	133040009	648	1
chr13	19961692	19962692	1	1
chr13	20049043	20050043	2	1
chr13	20080723	20081723	3	0
chr13	20086870	20087870	4	0
chr13	20514486	20515486	5	1
chr13	20552908	20553908	6	0
chr13	20780372	20781372	7	1
chr13	20830918	20831918	8	1
chr13	21142612	21143612	9	1
chr13	21511572	21512572	10	0
chr13	21605844	21606844	11	1
chr13	21606997	21607997	12	1
chr13	23037507	23038507	13	0
chr13	23371235	23372235	14	1
chr13	23471016	23472016	15	1
chr13	23672247	23673247	16	0
chr13	23672547	23673547	17	0
chr13	23963255	23964255	18	0
chr13	24168115	24169115	19	0
chr13	24827848	24828848	20	0
chr13	25082019	25083019	21	0
chr13	25249944	25250944	22	1
chr13	25253500	25254500	23	0
chr13	25283236	25284236	24	1
chr13	26158260	26159260	25	0
chr13	26276833	26277833	26	1
chr13	26315051	26316051	27	0
chr13	26330909	26331909	28	0
chr13	26372512	26373512	29	1
chr13	26372827	26373827	30	1
chr13	26450670	26451670	31	1
chr13	26450958	26451958	32	1
chr13	26453326	26454326	33	0
chr13	26558795	26559795	34	1
chr13	26612133	26613133	35	1
chr13	26944927	26945927	36	1
chr13	27596305	27597305	37	0
chr13	28033889	28034889	38	1
chr13	28085226	28086226	39	1
chr13	28254998	28255998	40	1
chr13	28267925	28268925	41	1
chr13	28283781	28284781	42	0
chr13	28471656	28472656	43	0
chr13	28536112	28537112	44	1
chr13	28676976	28677976	45	0
chr13	28687137	28688137	46	1
chr13	29095690	29096690	47	1
chr13	29344163	29345163	48	1
chr13	29411543	29412543	49	0
chr13	29584177	29585177	50	0
chr13	29896387	29897387	51	0
chr13	29971090	29972090	52	1
chr13	30302322	30303322	53	1
chr13	30331801	30332801	54	1
chr13	30611206	30612206	55	0
chr13	30620191	30621191	56	1
chr13	30653524	30654524	57	1
chr13	31136303	31137303	58	0
chr13	31148630	31149630	59	0
chr13	31151415	31152415	60	1
chr13	31469896	31470896	61	1
chr13	31625860	31626860	62	0
chr13	31738581	31739581	63	0
chr13	32517385	32518385	64	0
chr13	32580011	32581011	65	1
chr13	32749705	32750705	66	1
chr13	33160186	33161186	67	0
chr13	33931554	33932554	68	0
chr13	34015505	34016505	69	1
chr13	34091528	34092528	70	1
chr13	34202753	34203753	71	1
chr13	34648564	34649564	72	0
chr13	34821128	34822128	73	0
chr13	34857248	34858248	74	0
chr13	34857568	34858568	75	0
chr13	35026010	35027010	76	0
chr13	35092399	35093399	77	0
chr13	35160522	35161522	78	0
chr13	35168736	35169736	79	1
chr13	35297058	35298058	80	0
chr13	35303326	35304326	81	1
chr13	35331398	35332398	82	0
chr13	35339728	35340728	83	1
chr13	35555255	35556255	84	0
chr13	35570098	35571098	85	1
chr13	35572876	35573876	86	0
chr13	36042156	36043156	87	1
chr13	36280316	36281316	88	1
chr13	36416673	36417673	89	1
chr13	36875048	36876048	90	0
chr13	36993717	36994717	91	1
chr13	36994151	36995151	92	1
chr13	37141158	37142158	93	0
chr13	37173773	37174773	94	1
chr13	37478406	37479406	95	1
chr13	37609060	37610060	96	1
chr13	37724309	37725309	97	1
chr13	37755756	37756756	98	0
chr13	37805121	37806121	99	1
chr13	37859894	37860894	100	0
chr13	37915725	37916725	101	1
chr13	38247812	38248812	102	0
chr13	38249226	38250226	103	0
chr13	38295188	38296188	104	1
chr13	38343001	38344001	105	0
chr13	38347825	38348825	106	1
chr13	38393339	38394339	107	1
chr13	38413879	38414879	108	0
chr13	38555844	38556844	109	0
chr13	38648726	38649726	110	0
chr13	38874478	38875478	111	0
chr13	38875027	38876027	112	0
chr13	38885149	38886149	113	0
chr13	39424673	39425673	114	0
chr13	39451041	39452041	115	0
chr13	39623631	39624631	116	1
chr13	40088897	40089897	117	0
chr13	40227279	40228279	118	1
chr13	40983516	40984516	119	0
chr13	40995008	40996008	120	1
chr13	41013927	41014927	121	0
chr13	41062378	41063378	122	0
chr13	41063741	41064741	123	1
chr13	41595207	41596207	124	0
chr13	41666925	41667925	125	1
chr13	41725709	41726709	126	0
chr13	41738552	41739552	127	0
chr13	41772669	41773669	128	0
chr13	41809945	41810945	129	0
chr13	41842359	41843359	130	0
chr13	41842701	41843701	131	1
chr13	42091058	42092058	132	0
chr13	42136854	42137854	133	1
chr13	42286361	42287361	134	1
chr13	42307544	42308544	135	0
chr13	43043862	43044862	136	0
chr13	43049006	43050006	137	0
chr13	43073879	43074879	138	1
chr13	43513073	43514073	139	1
chr13	43662711	43663711	140	1
chr13	43783594	43784594	141	0
chr13	43797046	43798046	142	0
chr13	43816249	43817249	143	0
chr13	43952745	43953745	144	1
chr13	44578325	44579325	145	1
chr13	44578832	44579832	146	0
chr13	44991771	44992771	147	0
chr13	45181403	45182403	148	0
chr13	45267763	45268763	149	0
chr13	45289623	45290623	150	0
chr13	45439075	45440075	151	0
chr13	45492769	45493769	152	1
chr13	46001987	46002987	153	1
chr13	46027331	46028331	154	0
chr13	46558984	46559984	155	1
chr13	46580135	46581135	156	1
chr13	46656496	46657496	157	1
chr13	46819785	46820785	158	0
chr13	47012064	47013064	159	0
chr13	47019642	47020642	160	1
chr13	47036868	47037868	161	1
chr13	47495706	47496706	162	0
chr13	47621708	47622708	163	0
chr13	47664334	47665334	164	1
chr13	47920333	47921333	165	1
chr13	47920991	47921991	166	0
chr13	47977258	47978258	167	1
chr13	48085918	48086918	168	1
chr13	48484205	48485205	169	1
chr13	48488591	48489591	170	0
chr13	48488824	48489824	171	0
chr13	48978333	48979333	172	1
chr13	49005630	49006630	173	1
chr13	49183305	49184305	174	0
chr13	49196772	49197772	175	0
chr13	49413626	49414626	176	0
chr13	49446236	49447236	177	1
chr13	49914030	49915030	178	0
chr13	50065391	50066391	179	0
chr13	50094185	50095185	180	0
chr13	50214753	50215753	181	0
chr13	50215426	50216426	182	0
chr13	50275111	50276111	183	0
chr13	50354330	50355330	184	1
chr13	50447672	50448672	185	0
chr13	50564215	50565215	186	1
chr13	50630900	50631900	187	1
chr13	50948518	50949518	188	1
chr13	51082519	51083519	189	0
chr13	51157592	51158592	190	1
chr13	51352891	51353891	191	0
chr13	51411435	51412435	192	0
chr13	51474062	51475062	193	1
chr13	51586809	51587809	194	1
chr13	51601746	51602746	195	0
chr13	51721702	51722702	196	0
chr13	52035356	52036356	197	1
chr13	52134900	52135900	198	1
chr13	52392110	52393110	199	0
chr13	52658352	52659352	200	1
chr13	59695566	59696566	201	1
chr13	59790146	59791146	202	0
chr13	59814665	59815665	203	0
chr13	59919807	59920807	204	0
chr13	59932411	59933411	205	1
chr13	60017699	60018699	206	0
chr13	60067615	60068615	207	0
chr13	60077771	60078771	208	0
chr13	60443614	60444614	209	0
chr13	60509572	60510572	210	0
chr13	62936725	62937725	211	1
chr13	62993936	62994936	212	1
chr13	63448118	63449118	213	0
chr13	63895172	63896172	214	1
chr13	64050729	64051729	215	0
chr13	64188869	64189869	216	0
chr13	64247375	64248375	217	1
chr13	64441345	64442345	218	0
chr13	64479858	64480858	219	0
chr13	64540668	64541668	220	0
chr13	64844923	64845923	221	0
chr13	65021583	65022583	222	0
chr13	65239665	65240665	223	1
chr13	65240378	65241378	224	0
chr13	65267750	65268750	225	1
chr13	65337997	65338997	226	1
chr13	65447239	65448239	227	0
chr13	65609145	65610145	228	0
chr13	65737302	65738302	229	0
chr13	65892191	65893191	230	0
chr13	66033832	66034832	231	0
chr13	66084911	66085911	232	1
chr13	66555162	66556162	233	0
chr13	66570973	66571973	234	1
chr13	66576208	66577208	235	0
chr13	66682812	66683812	236	1
chr13	66879638	66880638	237	1
chr13	66882981	66883981	238	1
chr13	67012041	67013041	239	0
chr13	67015108	67016108	240	0
chr13	67081853	67082853	241	0
chr13	67116834	67117834	242	0
chr13	67121661	67122661	243	1
chr13	67232048	67233048	244	1
chr13	67235102	67236102	245	1
chr13	71472389	71473389	246	1
chr13	71878376	71879376	247	0
chr13	72684984	72685984	248	0
chr13	72695718	72696718	249	0
chr13	72722703	72723703	250	1
chr13	72738223	72739223	251	0
chr13	72907491	72908491	252	1
chr13	72928466	72929466	253	0
chr13	72960760	72961760	254	1
chr13	72970345	72971345	255	0
chr13	72984166	72985166	256	1
chr13	73001588	73002588	257	0
chr13	73066473	73067473	258	0
chr13	73277058	73278058	259	0
chr13	73691104	73692104	260	0
chr13	73701906	73702906	261	0
chr13	73828641	73829641	262	0
chr13	73849652	73850652	263	1
chr13	73911442	73912442	264	1
chr13	73960188	73961188	265	0
chr13	74120967	74121967	266	0
chr13	74654409	74655409	267	0
chr13	74795187	74796187	268	1
chr13	75253535	75254535	269	0
chr13	75638265	75639265	270	1
chr13	75673709	75674709	271	0
chr13	75676058	75677058	272	0
chr13	75898668	75899668	273	0
chr13	75960584	75961584	274	0
chr13	75985751	75986751	275	0
chr13	76043676	76044676	276	1
chr13	76115660	76116660	277	0
chr13	76377133	76378133	278	0
chr13	76489006	76490006	279	1
chr13	76662205	76663205	280	1
chr13	76773187	76774187	281	0
chr13	76773485	76774485	282	0
chr13	76853138	76854138	283	0
chr13	76871247	76872247	284	0
chr13	77114515	77115515	285	1
chr13	77189802	77190802	286	1
chr13	77298390	77299390	287	1
chr13	77428522	77429522	288	0
chr13	77740520	77741520	289	0
chr13	77989873	77990873	290	1
chr13	78159129	78160129	291	0
chr13	78400229	78401229	292	0
chr13	79187636	79188636	293	1
chr13	79311821	79312821	294	0
chr13	79320408	79321408	295	1
chr13	79401163	79402163	296	0
chr13	79514452	79515452	297	1
chr13	79516735	79517735	298	0
chr13	79697280	79698280	299	1
chr13	79710132	79711132	300	0
chr13	80038060	80039060	301	1
chr13	80119533	80120533	302	1
chr13	80150605	80151605	303	0
chr13	80441920	80442920	304	0
chr13	82773368	82774368	305	1
chr13	82800652	82801652	306	1
chr13	82813126	82814126	307	0
chr13	82879501	82880501	308	0
chr13	82963017	82964017	309	0
chr13	83189766	83190766	310	1
chr13	83328692	83329692	311	1
chr13	83515367	83516367	312	0
chr13	83705731	83706731	313	1
chr13	83921727	83922727	314	1
chr13	84120932	84121932	315	0
chr13	84487538	84488538	316	1
chr13	85079575	85080575	317	1
chr13	85137232	85138232	318	1
chr13	85236639	85237639	319	0
chr13	85297798	85298798	320	0
chr13	85298201	85299201	321	0
chr13	85582153	85583153	322	0
chr13	85590189	85591189	323	0
chr13	85632962	85633962	324	1
chr13	85633210	85634210	325	1
chr13	85802947	85803947	326	1
chr13	85831113	85832113	327	1
chr13	90386168	90387168	328	0
chr13	91314545	91315545	329	1
chr13	91333938	91334938	330	0
chr13	93184806	93185806	331	0
chr13	93199859	93200859	332	0
chr13	93284045	93285045	333	1
chr13	93315905	93316905	334	1
chr13	93790595	93791595	335	0
chr13	93800792	93801792	336	1
chr13	93905970	93906970	337	0
chr13	94203862	94204862	338	0
chr13	94204224	94205224	339	0
chr13	94294422	94295422	340	1
chr13	94317497	94318497	341	0
chr13	94706349	94707349	342	0
chr13	94947745	94948745	343	0
chr13	95091701	95092701	344	0
chr13	95147486	95148486	345	0
chr13	95436299	95437299	346	1
chr13	95452643	95453643	347	1
chr13	95721329	95722329	348	0
chr13	95811446	95812446	349	0
chr13	95839363	95840363	350	1
chr13	95863431	95864431	351	1
chr13	95869245	95870245	352	1
chr13	95872553	95873553	353	0
chr13	95986366	95987366	354	0
chr13	96087292	96088292	355	1
chr13	97002763	97003763	356	0
chr13	97244073	97245073	357	0
chr13	97810620	97811620	358	1
chr13	97930404	97931404	359	1
chr13	97978435	97979435	360	0
chr13	97979061	97980061	361	1
chr13	97988898	97989898	362	0
chr13	98180397	98181397	363	0
chr13	98325515	98326515	364	1
chr13	98356754	98357754	365	0
chr13	98365328	98366328	366	0
chr13	98657457	98658457	367	0
chr13	99121425	99122425	368	0
chr13	99245859	99246859	369	0
chr13	99363705	99364705	370	1
chr13	99364332	99365332	371	1
chr13	99520506	99521506	372	1
chr13	99860451	99861451	373	0
chr13	100156510	100157510	374	0
chr13	100233082	100234082	375	1
chr13	100233728	100234728	376	0
chr13	100360801	100361801	377	0
chr13	100399222	100400222	378	0
chr13	101381649	101382649	379	0
chr13	101392478	101393478	380	0
chr13	101634331	101635331	381	0
chr13	101634944	101635944	382	0
chr13	101661705	101662705	383	1
chr13	101786767	101787767	384	0
chr13	102340923	102341923	385	1
chr13	105378232	105379232	386	0
chr13	105407303	105408303	387	0
chr13	106166307	106167307	388	0
chr13	106212666	106213666	389	0
chr13	106247354	106248354	390	1
chr13	106588546	106589546	391	0
chr13	107009208	107010208	392	0
chr13	107043351	107044351	393	0
chr13	108213573	108214573	394	0
chr13	108222910	108223910	395	1
chr13	109199491	109200491	396	1
chr13	109425354	109426354	397	0
chr13	110302405	110303405	398	0
chr13	110972985	110973985	399	0
chr13	111260861	111261861	400	1
chr13	111330901	111331901	401	0
chr13	111351132	111352132	402	1
chr13	112594024	112595024	403	1
chr13	112829370	112830370	404	0
chr13	113850679	113851679	405	1
chr13	114092644	114093644	406	0
chr13	114190442	114191442	407	1
chr13	114315008	114316008	408	0
chr14	20343545	20344545	1	0
chr14	20559317	20560317	2	0
chr14	20686103	20687103	3	1
chr14	21237047	21238047	4	1
chr14	21378528	21379528	5	1
chr14	21596858	21597858	6	1
chr14	22036462	22037462	7	0
chr14	23091955	23092955	8	0
chr14	24221633	24222633	9	1
chr14	24234464	24235464	10	1
chr14	24735982	24736982	11	0
chr14	25165446	25166446	12	0
chr14	28742074	28743074	13	1
chr14	28827895	28828895	14	0
chr14	28872018	28873018	15	1
chr14	28926598	28927598	16	1
chr14	29019091	29020091	17	1
chr14	29103111	29104111	18	1
chr14	29110417	29111417	19	1
chr14	29344264	29345264	20	1
chr14	29667927	29668927	21	0
chr14	29734061	29735061	22	0
chr14	29874972	29875972	23	0
chr14	29912458	29913458	24	1
chr14	29991685	29992685	25	1
chr14	30138145	30139145	26	1
chr14	30243035	30244035	27	0
chr14	30309126	30310126	28	0
chr14	30520770	30521770	29	1
chr14	30552105	30553105	30	0
chr14	30559986	30560986	31	1
chr14	30567592	30568592	32	0
chr14	30570792	30571792	33	0
chr14	30571225	30572225	34	0
chr14	30571579	30572579	35	0
chr14	30575360	30576360	36	0
chr14	30606977	30607977	37	0
chr14	30613374	30614374	38	0
chr14	30617696	30618696	39	1
chr14	30662324	30663324	40	1
chr14	30704244	30705244	41	0
chr14	30716059	30717059	42	0
chr14	30722137	30723137	43	1
chr14	30764446	30765446	44	1
chr14	30865824	30866824	45	1
chr14	30931043	30932043	46	1
chr14	30931323	30932323	47	1
chr14	30938126	30939126	48	0
chr14	30955565	30956565	49	0
chr14	31660556	31661556	50	0
chr14	31838740	31839740	51	1
chr14	32018017	32019017	52	0
chr14	32140871	32141871	53	1
chr14	32156935	32157935	54	1
chr14	32433700	32434700	55	0
chr14	32467423	32468423	56	1
chr14	32728695	32729695	57	1
chr14	32889186	32890186	58	1
chr14	34107168	34108168	59	1
chr14	34275056	34276056	60	0
chr14	34673254	34674254	61	0
chr14	34711629	34712629	62	1
chr14	35167522	35168522	63	0
chr14	35519643	35520643	64	1
chr14	35614587	35615587	65	0
chr14	35631231	35632231	66	0
chr14	35633068	35634068	67	0
chr14	35692304	35693304	68	1
chr14	35738399	35739399	69	0
chr14	35769812	35770812	70	1
chr14	35855467	35856467	71	0
chr14	35939884	35940884	72	0
chr14	35963987	35964987	73	0
chr14	36220852	36221852	74	1
chr14	36276582	36277582	75	0
chr14	36279260	36280260	76	0
chr14	36442500	36443500	77	1
chr14	36562807	36563807	78	1
chr14	36917124	36918124	79	1
chr14	36974498	36975498	80	1
chr14	37157867	37158867	81	1
chr14	37202025	37203025	82	0
chr14	37247547	37248547	83	0
chr14	37262766	37263766	84	1
chr14	37275034	37276034	85	1
chr14	37320482	37321482	86	1
chr14	37378692	37379692	87	1
chr14	37383571	37384571	88	0
chr14	37916008	37917008	89	1
chr14	38114188	38115188	90	1
chr14	38123706	38124706	91	0
chr14	38251197	38252197	92	1
chr14	38274460	38275460	93	0
chr14	38310716	38311716	94	0
chr14	38499967	38500967	95	1
chr14	38506737	38507737	96	1
chr14	38594057	38595057	97	1
chr14	38769752	38770752	98	1
chr14	38830514	38831514	99	0
chr14	38891731	38892731	100	0
chr14	39060755	39061755	101	1
chr14	39302961	39303961	102	1
chr14	39343301	39344301	103	0
chr14	39359980	39360980	104	1
chr14	39361591	39362591	105	0
chr14	39428814	39429814	106	0
chr14	44914809	44915809	107	0
chr14	44957009	44958009	108	1
chr14	44972844	44973844	109	1
chr14	45007306	45008306	110	1
chr14	45088263	45089263	111	0
chr14	45119782	45120782	112	0
chr14	45150137	45151137	113	0
chr14	45203134	45204134	114	1
chr14	45688630	45689630	115	1
chr14	45698874	45699874	116	0
chr14	45727530	45728530	117	1
chr14	45775612	45776612	118	1
chr14	46039553	46040553	119	1
chr14	49416930	49417930	120	1
chr14	49625445	49626445	121	1
chr14	49659747	49660747	122	0
chr14	49784760	49785760	123	0
chr14	50109321	50110321	124	0
chr14	50117295	50118295	125	1
chr14	50142160	50143160	126	0
chr14	50204220	50205220	127	0
chr14	50251687	50252687	128	0
chr14	50252203	50253203	129	0
chr14	50318450	50319450	130	1
chr14	50442819	50443819	131	1
chr14	50509551	50510551	132	1
chr14	50533406	50534406	133	1
chr14	50585251	50586251	134	0
chr14	50984167	50985167	135	0
chr14	51102429	51103429	136	1
chr14	51121785	51122785	137	0
chr14	51661898	51662898	138	0
chr14	51680484	51681484	139	0
chr14	51823953	51824953	140	1
chr14	51942925	51943925	141	1
chr14	52006903	52007903	142	0
chr14	52054673	52055673	143	0
chr14	52055266	52056266	144	0
chr14	52708288	52709288	145	1
chr14	52740392	52741392	146	0
chr14	52873948	52874948	147	0
chr14	53045268	53046268	148	1
chr14	53204328	53205328	149	0
chr14	53404233	53405233	150	0
chr14	53422388	53423388	151	0
chr14	53532403	53533403	152	1
chr14	53584709	53585709	153	1
chr14	53645344	53646344	154	1
chr14	53830828	53831828	155	0
chr14	53831190	53832190	156	0
chr14	54457171	54458171	157	0
chr14	54615769	54616769	158	1
chr14	55141866	55142866	159	0
chr14	55142163	55143163	160	0
chr14	55306613	55307613	161	0
chr14	55482969	55483969	162	1
chr14	55606494	55607494	163	1
chr14	55625473	55626473	164	1
chr14	55637368	55638368	165	1
chr14	55692793	55693793	166	0
chr14	56587703	56588703	167	1
chr14	56821152	56822152	168	1
chr14	57253035	57254035	169	1
chr14	57266957	57267957	170	0
chr14	57291895	57292895	171	1
chr14	57292406	57293406	172	1
chr14	57299842	57300842	173	0
chr14	57373564	57374564	174	0
chr14	57382803	57383803	175	0
chr14	57401939	57402939	176	1
chr14	57572310	57573310	177	1
chr14	58069993	58070993	178	1
chr14	58193299	58194299	179	1
chr14	58243234	58244234	180	0
chr14	58288758	58289758	181	0
chr14	58326753	58327753	182	0
chr14	58418307	58419307	183	1
chr14	58421138	58422138	184	1
chr14	58656696	58657696	185	0
chr14	58994554	58995554	186	1
chr14	59109806	59110806	187	1
chr14	59186154	59187154	188	1
chr14	59371922	59372922	189	0
